"ID_LouwNida","Dominio_Principal","Exemplo_Grego","Glossario_EN","Glossario_PT_BR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92.27","Referentes de Discurso","ὅς","who, which, what, the one who, that which","quem, qual, o que, aquele que, aquilo que","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92.28","Referentes de Discurso","ποῦ","where, in which","onde, em que","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92.29","Referentes de Discurso","οὗτος","this, this one","isto, este","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92.3","Referentes de Discurso","ἐκεῖνος","that, that one","aquilo, esse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92.31","Referentes de Discurso","τοιοῦτος","of such a kind, of a kind such as this","de tal tipo, de um tipo tal como este","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92.32","Referentes de Discurso","ὅδε","this, he, she, it, they","este, ele, ela, isso, eles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92.33","Referentes de Discurso","ὅδε","such and such, this or that","tal e tal, este ou aquele","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92.34","Referentes de Discurso","ἐντεῦθεν","from this","disto","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92.35","Referentes de Discurso","ὧδε","in this, in this case, in the case of","neste, neste caso, no caso de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92.36","Referentes de Discurso","ποῖος","which, which one, which sort of","qual, qual deles, que tipo de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92.37","Referentes de Discurso","αὐτός","-self, -selves (for example, myself, yourself, yourselves, ourselves, himself, herself, itself, themselves)","-m mesmo, -s mesmos (por exemplo, eu mesmo, você mesmo, vocês mesmos, nós mesmos, ele mesmo, ela mesma, isto mesmo, eles mesmos)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.1","Nomes","Ἀαρών","Aaron","Arão","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.2","Nomes","Ἀβαδδών","Abaddon meaning Destroyer","Abadom que significa Destruidor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.3","Nomes","Ἅβελ","Abel","Abel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.4a","Nomes","Ἀβιά","Abijah","Abias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.4b","Nomes","Ἀβιά","Abijah","Abias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.5","Nomes","Ἀβιαθάρ","Abiathar","Abiatar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.6","Nomes","Ἀβιούδ","Abiud","Abiúde","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.7","Nomes","Ἀβραάμ","Abraham","Abraão","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.8","Nomes","Ἅγαβος","Agabus","Ágabo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.9","Nomes","Ἁγάρ","Hagar","Hagar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.1","Nomes","Ἀγρίππας","Agrippa","Agripa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.11","Nomes","Ἀδάμ","Adam","Adão","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.12","Nomes","Ἀδδί","Addi","Adí","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.13","Nomes","Ἀδμίν","Admin","Admin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.14","Nomes","Ἀζώρ","Azor","Azor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.15","Nomes","Αἰνέας","Aeneas","Eneas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.16","Nomes","Ἀκύλας","Aquila","Aquiles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.17a","Nomes","Ἀλέξανδρος","Alexander","Alexandre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.17b","Nomes","Ἀλέξανδρος","Alexander","Alexandre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.17c","Nomes","Ἀλέξανδρος","Alexander","Alexandre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.17d","Nomes","Ἀλέξανδρος","Alexander","Alexandre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.17e","Nomes","Ἀλέξανδρος","Alexander","Alexandre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.18","Nomes","Ἀλμεί","Almi","Almi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.19a","Nomes","Ἁλφαῖος","Alphaeus","Alfeu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.19b","Nomes","Ἁλφαῖος","Alphaeus","Alfeu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.2","Nomes","Ἀμιναδάβ","Amminadab","Aminadabe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.21","Nomes","Ἀμπλιᾶτος","Ampliatus","Amplíato","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.22","Nomes","Ἀμών","Amon or Ammon","Amon ou Amom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.23a","Nomes","Ἀμώς","Amos","Amós","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.23b","Nomes","Ἀμώς","Amos","Amós","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.24a","Nomes","Ἁνανίας","Ananias","Ananias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.24b","Nomes","Ἁνανίας","Ananias","Ananias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.24c","Nomes","Ἁνανίας","Ananias","Ananias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.25","Nomes","Ἀνδρέας","Andrew","André","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.26","Nomes","Ἀνδρόνικος","Andronicus","Andrônico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.27","Nomes","Ἅννα","Anna","Ana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.28","Nomes","Ἅννας","Annas","Ananias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.29","Nomes","Ἀντιπᾶς","Antipas","Antipas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.3","Nomes","Ἀουλία","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.31","Nomes","Ἀπελλῆς","Apelles","Apeles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.32","Nomes","Ἀπολλύων","Apollyon meaning Destroyer","Apolo, significado Destruidor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.33","Nomes","Ἀπολλῶς","Apollos","Apolo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.34","Nomes","Ἀπφία","Apphia","Áfia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.35","Nomes","Ἀράμ","Aram","Arã","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.36","Nomes","Ἁρέτας","Aretas","Aretas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.37","Nomes","Ἀρηί","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.38","Nomes","Ἀρίσταρχος","Aristarchus","Aristarco","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.39","Nomes","Ἀριστόβουλος","Aristobulus","Aristóbulo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.4","Nomes","Ἀρμίν","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.41","Nomes","Ἀρνί","Arni","Arni","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.42","Nomes","Ἀρτεμᾶς","Artemas","Artemas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.43","Nomes","Ἄρτεμις","Artemis","Ártemis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.44","Nomes","Ἀρφαξάδ","Arphaxad","Arfaxade","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.45","Nomes","Ἀρχέλαος","Archelaus","Arquelau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.46","Nomes","Ἄρχιππος","Archippus","Arquipo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.47","Nomes","Ἀσά","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.48","Nomes","Ἀσάφ","Asaph","Asafe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.49","Nomes","Ἀσήρ","Asher","Aser","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.5","Nomes","Ἀσσά","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.51","Nomes","Ἀσύγκριτος","Asyncritus","Assíncrito","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.52","Nomes","Αὐγοῦστος","Augustus","Augusto","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.53","Nomes","Ἀχάζ","Ahaz","Acaz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.54","Nomes","Ἀχαϊκός","Achaicus","Acaico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.55","Nomes","Ἀχίμ","Achim","Aquim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.56","Nomes","Βάαλ","Baal","Baal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.57","Nomes","Βαλαάμ","Balaam","Balaão","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.58","Nomes","Βαλάκ","Balak","Balaque","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.59","Nomes","Βαραββᾶς","Barabbas","Barrabás","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.6","Nomes","Βαράκ","Barak","Baraque","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.61","Nomes","Βαραχίας","Barachiah","Baracias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.62","Nomes","Βαρθολομαῖος","Bartholomew","Bartolomeu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.63","Nomes","Βαριησοῦς","Bar-Jesus","Bar-Jesus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.64","Nomes","Βαριωνᾶ","Bar-Jona or Bar-Jonas","Bar-Jona ou Bar-Jonas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.65","Nomes","Βαρναβᾶς","Barnabas","Barnabé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.66a","Nomes","Βαρσαββᾶς","Barsabbas","Barsabás","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.66b","Nomes","Βαρσαββᾶς","Barsabbas","Barsabás","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.67","Nomes","Βαρτιμαῖος","Bartimaeus","Bartimeu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.68","Nomes","Βεελζεβούλ","Beelzebul","Belzebu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.69","Nomes","Βελιάρ","Belial","Belial","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.7","Nomes","Βενιαμίν","Benjamin","Benjamim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.71","Nomes","Βερνίκη","Bernice","Bernice","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.72","Nomes","Βέρος","Berus","Bero","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.73","Nomes","Βεωορσόρ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.74","Nomes","Βεώρ","Beor","Beor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.75","Nomes","Βηρεύς","Bereus","Bereu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.76","Nomes","Βλάστος","Blastus","Blastus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.77","Nomes","Βοανηργές","Boanerges meaning Sons of Thunder","Boanerjes, significado Filhos do Trovão","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.78","Nomes","Βόες","Boaz","Booz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.79","Nomes","Βόες","Boaz","Boaz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.8","Nomes","Βοσόρ","Bosor","Bosor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.81","Nomes","Γαβριήλ","Gabriel","Gabriel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.82","Nomes","Γάδ","Gad","Gade","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.83a","Nomes","Γάϊος","Gaius","Gaio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.83b","Nomes","Γάϊος","Gaius","Gaio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.83c","Nomes","Γάϊος","Gaius","Gaio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.83d","Nomes","Γάϊος","Gaius","Gaio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.84","Nomes","Γαλλίων","Gallio","Gálio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.85","Nomes","Γαμαλιήλ","Gamaliel","Gamaliel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.86","Nomes","Γεδεών","Gideon","Gideão","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.87","Nomes","Γώγ","Gog","Gogue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.88","Nomes","Δαδδαῖος","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.89","Nomes","Δάμαρις","Damaris","Dâmaris","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.9","Nomes","Δανιήλ","Daniel","Daniel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.91","Nomes","Δαυίδ","David","Davi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.92","Nomes","Δημᾶς","Demas","Dimas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.93a","Nomes","Δημήτριος","Demetrius","Demétrio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.93b","Nomes","Δημήτριος","Demetrius","Demétrio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.95","Nomes","Δίδυμος","Didymus meaning Twin","Dídimo, significado Gêmeo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.96","Nomes","Διονύσιος","Dionysius","Dionísio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.98","Nomes","Διόσκουροι","Dioscuri meaning heavenly twins","Dióscuros, significado gêmeos celestiais","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.99","Nomes","Διοτρέφης","Diotrephes","Diotrefe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.1","Nomes","Δονεῖ","Doni","Doni","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.101","Nomes","Δορκάς","Dorcas meaning gazelle, deer","Torcaz, significado gazela, cervo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.102","Nomes","Δρούσιλλα","Drusilla","Drusila","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.103","Nomes","Ἔβερ","Eber","Eber","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.104","Nomes","Ἑβραϊκός","Hebrew","Hebreu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.105","Nomes","Ἑβραῖος","a Hebrew","um hebreu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.106","Nomes","Ἑζεκίας","Hezekiah","Ezequias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.107","Nomes","Ἐλεάζαρ","Eleazar","Eleazar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.108a","Nomes","Ἐλιακίμ","Eliakim","Eliacim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.108b","Nomes","Ἐλιακίμ","Eliakim","Eliacim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.109","Nomes","Ἐλιέζερ","Eliezer","Eliézer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.11","Nomes","Ἐλιούδ","Eliud","Eliúde","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.111","Nomes","Ἐλισάβετ","Elizabeth","Isabel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.112","Nomes","Ἐλισαῖος","Elisha","Eliseu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.113","Nomes","Ἐλμαδάμ","Elmadam","Elmadã","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.114","Nomes","Ἐλύμας","Elymas","Elimas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.115","Nomes","Ἐμμανουήλ","Emmanuel","Emanuel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.116","Nomes","Ἑμμώρ","Hamor","Amom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.117","Nomes","Ἐνώς","Enos","Enos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.118","Nomes","Ἑνώχ","Enoch","Enoque","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.119","Nomes","Ἐπαίνετος","Epaenetus","Epeneto","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.12","Nomes","Ἐπαφρᾶς","Epaphras","Epafras","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.121","Nomes","Ἐπαφρόδιτος","Epaphroditus","Epafrodito","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.122a","Nomes","Ἔραστος","Erastus","Erasto","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.122b","Nomes","Ἔραστος","Erastus","Erasto","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.123","Nomes","Ἑρμᾶς","Hermas","Hermas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.124a","Nomes","Ἑρμῆς","Hermes","Hermes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.124b","Nomes","Ἑρμῆς","Hermes","Hermes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.125","Nomes","Ἑρμογένης","Hermogenes","Hermógenes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.126","Nomes","Ἑσλί","Esli","Esli","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.127","Nomes","Ἑσρώμ","Hezron","Hezrão","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.128","Nomes","Εὕα","Eve","Eva","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.129","Nomes","Εὔβουλος","Eubulus","Eúbulo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.13","Nomes","Εὐνίκη","Eunice","Eunice","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.131","Nomes","Εὐοδία","Euodia","Evodia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.132","Nomes","Εὔτυχος","Eutychus","Eutico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.133","Nomes","Ζαβουλών","Zebulun","Zebulom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.134","Nomes","Ζακχαῖος","Zacchaeus","Zaqueu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.135","Nomes","Ζάρα","Zerah","Zera","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.136a","Nomes","Ζαχαρίας","Zechariah","Zacarias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.136b","Nomes","Ζαχαρίας","Zechariah","Zacarias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.137","Nomes","Ζεβεδαῖος","Zebedee","Zebedeu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.138","Nomes","Ζεύς","Zeus","Zeus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.139","Nomes","Ζηνᾶς","Zenas","Zenas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.14","Nomes","Ζοροβαβέλ","Zerubbabel","Zerubabel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.141","Nomes","Ἠλί","Heli","Heli","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.142","Nomes","Ἠλίας","Elijah","Elias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.143","Nomes","Ἤρ","Er","Er","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.144a","Nomes","Ἡρῴδης","Herod","Herodes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.144b","Nomes","Ἡρῴδης","Herod","Herodes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.144c","Nomes","Ἡρῴδης","Herod","Herodes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.145","Nomes","Ἡρῳδιάς","Herodias","Herodíades","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.146","Nomes","Ἡρῳδίων","Herodion","Herodion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.147","Nomes","Ἠσαΐας","Isaiah","Isaías","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.148","Nomes","Ἠσαῦ","Esau","Esaú","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.149","Nomes","Θαδαῖος","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
